,0,1,2
368,задних,*************************,*************************
369,передний,*************************,*************************
370,передний задний,**************************************************Легковой полноприводный автомобиль *************************Легковой полноприводный автомобиль,**************************************************шт.*************************шт
371,полный,**************************************************Тип привода:*************************Тип привода:*************************Тип привода:,**************************************************полный*************************полный*************************
372,,*************************,*************************
373,передний,**************************************************Привод 	*************************Привод 	,***************************************************************************Передний
374,,*************************,*************************
375,передний,*************************,*************************
376,передних задних колес,*************************,*************************
377,,**************************************************Электропривод и электрообогрев наружных зеркал,"**************************************************

Показатель, значение которого не может изменяться


















"
378,передний,*************************,*************************
379,,**************************************************nan,**************************************************nan*************************nan
380,передний,"**************************************************Автомобиль новый, не ранее 2017 года выпуска, без пробега, не восстановленный, без дефектов материала и изготовления, не поврежденный, не прошедший ремонт, в том числе восстановление, замену составных частей, восстановление потребительских свойств, без каких-либо ограничений (залог, запрет, арест и т.п.), свободный от прав третьих лиц. В состав комплекта  входит вся необходимая документация в т.ч. паспорт, руководство по эксплуатации. Качество товара соответствует  нормам, правилам, стандартам действующего законодательства.

Длина автомобиля - не менее 4500 мм
Ширина автомобиля -  не менее 1769 мм
Высота автомобиля -  не менее 1440 мм
Колесная база – не менее 2578 мм
Объем багажника – не менее 480 л
Размер колес – не менее 195/65/R15
Тип передней подвески – независимая, типа «макферсон» со стабилизатором поперечной устойчивости
Тип задней подвески – торсионная балка
Передние тормоза – дисковые, вентилируемые
Задние тормоза – дисковые
Цвет-белый

Двигатель
Число цилиндров не менее 4
Рабочий объем не менее 1595 куб. см
Максимальная мощность не менее 110 л.с.
Максимальный крутящий момент не менее (Нм/при об/мин) – не менее 148 / 3800

Характеристики
Максимальная скорость не менее 185 км/ч
Время разгона от 0 до 100 км/ч – не более 12,3 с.
Расход топлива, л/100 км: смешанный цикл – не более 7,4
Тип топлива – бензин, АИ-95

Трансмиссия
Тип привода – передний
Коробка передач – автоматическая, 6- ступенчатая 
Кузов – хэтчбек или седан, 5 дверей

Весовые характеристики
Масса автомобиля в снаряженном состоянии не менее 1250 кг.

Состав комплектации (основное оборудование):
Коробка автомат

Подушка безопасности водителя
Подголовники задних сидений
Крепления для детских сидений ISOFIX
Детская блокировка замков задних дверей
Индикация непристегнутого ремня безопасности водителя
Иммобилайзер
Дневные ходовые огни

Бортовой компьютер
Тканевая обивка салона
Инструмент водителя: домкрат, ключ комбинированный колесный
Переносная пепельница
Верхние поручни

Электроусилитель рулевого управления
Регулируемая по высоте рулевая колонка
Фильтр воздуха, поступающего в салон
Центральный замок с дистанционным управлением
Электростеклоподъемники передних дверей
Кондиционер 
Аудисистема

Бампер в цвет кузова
Колпаки колес декоративные
Колеса штампованные R15
Запасное штампосварное колесо временного использования не менее R15
Окраска кузова металлизированная

Дополнительное оборудование:
Антикоррозийная обработка 
Подкрылки 

Автомобиль имеет предпродажную подготовку, а именно:
Мойка наружной части автомобиля
Чистка салона
Произведена активация иммобилайзера
Проверка внешнего вида и ровности обивки салона
Проверка наличия инструмента, комплектующих изделий и установка их на место
Проверка и при необходимости зарядки аккумуляторной батареи. Проверка правильности и надежности ее крепления.
Проверка плотности, уровня и при необходимости доведения до нормы: 
- охлаждающей жидкости;
- жидкости в бачках гидропривода тормозов и сцепления;
- масла в картере двигателя;
- жидкости в бачке омывателя стекол

Требование к безопасности: Поставляемый товар безопасен и разрешен для применения на территории РФ. Товар при обычных условиях его хранения, использования, транспортировке и утилизации безопасен для жизни и окружающей среды. Наличие действующего документа, подтверждающего безопасность автомобиля при его эксплуатации на территории Российской Федерации",**************************************************Шт.
381,,*************************,*************************
382,,*************************,*************************
383,,"**************************************************В случае уменьшения казенному учреждению как получателю бюджетных средств главным распорядителем (распорядителем) бюджетных средств ранее доведенных лимитов бюджетных обязательств, приводящего к невозможности исполнения казенным учреждением бюджетных обязательств, вытекающих из заключенных им государственных контрактов, иных договоров, казенное учреждение должно обеспечить согласование в соответствии с законодательством Российской Федерации о контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд новых условий государственных контрактов, в том числе по цене и (или) срокам их исполнения и (или) количеству (объему) товара (работы, услуги), иных договоров. Сторона государственного контракта, иного договора вправе потребовать от казенного учреждения возмещения только фактически понесенного ущерба, непосредственно обусловленного изменением условий государственного контракта, иного договора (пункт 6 статьи 161 Бюджетного кодекса Российской Федерации).","**************************************************В случае уменьшения казенному учреждению как получателю бюджетных средств главным распорядителем (распорядителем) бюджетных средств ранее доведенных лимитов бюджетных обязательств, приводящего к невозможности исполнения казенным учреждением бюджетных обязательств, вытекающих из заключенных им государственных контрактов, иных договоров, казенное учреждение должно обеспечить согласование в соответствии с законодательством Российской Федерации о контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд новых условий государственных контрактов, в том числе по цене и (или) срокам их исполнения и (или) количеству (объему) товара (работы, услуги), иных договоров. Сторона государственного контракта, иного договора вправе потребовать от казенного учреждения возмещения только фактически понесенного ущерба, непосредственно обусловленного изменением условий государственного контракта, иного договора (пункт 6 статьи 161 Бюджетного кодекса Российской Федерации)."
384,,*************************,*************************
385,,*************************,*************************
386,,*************************,*************************
387,,*************************,*************************
388,,*************************,*************************
389,,**************************************************Тип привода,**************************************************4WD
390,,**************************************************переднеприводная*************************переднеприводная,**************************************************наличие*************************наличие
391,,*************************,*************************
392,задних колес,*************************,*************************
393,,*************************,*************************
394,передний,**************************************************Тип привода,**************************************************передний 
395,,*************************,*************************
396,полный,*************************,*************************
397,задний,*************************,*************************
398,,**************************************************nan,**************************************************nan*************************nan
399,,**************************************************Трансмиссия  (привод на ведущиеколёса),**************************************************4х4
400,,**************************************************Привод	,"**************************************************постоянный задний, с жестко подключаемым передним"
401,передний,"**************************************************- Год выпуска, не ранее: 2017 г.
- Пробег км., не более 30
- Цвет: Черный металлик.
- Материал салона – темная ткань
- Расположение руля: Слева

Технические данные
Потребление топлива
Экологический класс - Евро 5

Двигатель
Код двигателя  - 2AR-FE
Рабочий объем в куб. см: не менее - 2494 см³
Тип двигателя - Бензиновый
Количество клапанов на цилиндр: не менее - 4
Число и тип расположения цилиндров : не менее - 4, рядное
Диаметр цилиндра хода поршня (мм х мм): не менее 
- 90.0 x 98.0 мм
Степень сжатия: не менее - 10.4:1
Максимальная мощность (л.с. при об/мин): не менее
 - 181 (6000) л.с. при об/мин
Максимальная мощность (кВт при об/мин): не менее 
- 133 (6000) кВт при об/мин
Максимальный крутящий момент (Нм при об/мин): не менее - 231 (4100) Нм при об/мин
Трансмиссия
Тип привода - Передний
Тип трансмиссии - Гидромеханическая
Число передач - 6
Подвеска
Передняя подвеска Независимая, пружинная типа 
Mc Pherson, со стабилизатором поперечной устойчивости
Задняя подвеска Независимая, пружинная типа Mc Pherson, со стабилизатором поперечной устойчивости
Тормоза
Передние тормоза (тип, размер, мм) - Вентилируемые тормозные диски: не менее 296 x 28
Задние тормоза (тип, размер, мм) - Невентилируемые тормозные диски: не менее 281 x 10
АBS: Антиблокировочная система тормозов (ABS)
EBD: Электронная система распределения тормозных 
усилий (EBD)
BAS: Усилитель экстренного торможения (BAS)
Колесные диски и шины
Размер шин: не менее 215/60R16
Колесные диски Легкосплавные
Рулевое управление
Тип рулевого механизма Рулевой механизм типа ""шестерня-рейка""
Дополнительные системы EPS (электрический усилитель руля)
Вместимость
Количество мест - 5 мест
Длина салона (мм): не менее - 2080 мм
Объем багажного отделения (л): не менее - 506 л
Ширина салона (мм): не менее  - 1525 мм
Высота салона (мм): не менее - 1210 мм
Тип кузова - Седан
Размеры и вес
Длина (мм): не менее - 4850 мм
Ширина (мм): не менее - 1825 мм
Высота (мм): не менее - 1505 мм
Количество дверей: не менее - 4
Эксплуатационные характеристики
Дорожный просвет (мм): не менее - 160 мм
Комплектация:
галогенные фары ближнего и дальнего света
корректировка угла наклона фар с помощью
 регулятора
светодиодные дневные ходовые огни
омыватель фар
передние противотуманные фары
задние противотуманные фонари
ручки дверей окрашенные в цвет кузова
шины 215/60R16
электроусилитель рулевого управления (EPS)
рулевое колесо с кожаной обивкой
мультифункциональное рулевое колесо
регулировка рулевой колонки по вылету и наклону
кожаная обивка селектора управления трансмиссией
передние и задние электростеклоподъемники с функцией ""Auto""
салонное зеркало заднего вида с автоматическим затемнением
боковые зеркала заднего вида с обогревом, электрорегулировкой и электроприводом
 складывания
электрообогрев лобового стекла в зоне стеклоочистителей
шумоизолирующее ветровое стекло
боковые зеркала заднего вида с повторителями указателей поворота
двухзонный климат-контроль
воздуховоды системы вентиляции ко второму ряду сидений
тройной сигнал указателей поворота при 
однократном нажатии
датчик света
датчик дождя
задние датчики парковки
передние датчики парковки
индикатор омывающей жидкости
обивка сидений ткань
отделка салона вставками ""под дерево""
мехнаническая регулировка водительского сидения
 в 6 направлениях
механическая регулировка пассажирского сидения в
 4 направлениях
обогрев передних сидений
складываемый второй ряд сидений в пропорции 
60:40 запуск двигателя с кнопки
цветной многофункциональный дисплей на панели приборов
беспроводное зарядное устройство
индивидуальные лампы для чтения первого и второго ряда сидений
подсветка в зоне ног водителя и переднего пассажира
аудиосистема CD/MP3/WMA
коммуникационная система Bluetooth
6 динамиков
аудио разъем (AUX)
USB разъем
бортовой компьютер
6.1"" цветной многофункциональный сенсорный TFT дисплей на центральной консоли
мультимедийная система Toyota Touch 2 с функцией прокрутки меню “Flick function”
антиблокировочная система (ABS)
система распределения тормозного усилия (EBD)
усилитель экстренного торможения (BAS)
антипробуксовочная система (TRC)
система курсовой устойчивости (VSC+)
функция отключения системы стабилизации VSC-off
Конструкция передних сидений снижающая вероятность травмы шеи (технология WIL)
фронтальные подушки безопасности
боковые подушки безопасности
шторки безопасности
иммобилайзер
центральный замок с дистанционным управлением
сигнализация
Оригинальные автомобильные резиновые коврики 
Cистема вызова экстренных оперативных служб “Эра Глонасс”

Гарантия:
- Гарантия на основные узлы и агрегаты: 3 года или 100.000 км пробега (что наступит ранее) 
","**************************************************

























Шт."
402,полный,*************************,*************************
403,,**************************************************Тип привода,**************************************************Полный привод ИЛИ передний с подключаемым задним
404,задний,**************************************************nan,**************************************************nan*************************nan
405,передний,*************************,*************************
406,задний,**************************************************Привод*************************Привод,**************************************************полный*************************полный
407,передний,*************************,*************************
408,передний,**************************************************Электропривод и электрообогрев наружных зеркал*************************Электропривод и электрообогрев наружных зеркал,**************************************************Наличие*************************Наличие
409,,*************************,*************************
410,передний,*************************,*************************
411,передний,**************************************************nan,**************************************************nan*************************nan
412,передний,**************************************************nan,**************************************************nan*************************nan
413,передний,**************************************************nan,**************************************************nan*************************nan
414,полный,**************************************************Тип привода,**************************************************-
415,,"**************************************************Наружные зеркала заднего вида с электроприводом и подогревом, окрашенные в массе в черный цвет*************************Наружные зеркала заднего вида с электроприводом и подогревом, окрашенные в массе в черный цвет",**************************************************Наличие*************************
416,,"**************************************************Год выпуска –  не ранее 2017.
Тип кузова/количество дверей – хетчбек/5.
Колесная формула/ведущие колеса – 4Х2/передние;
Расположение двигателя – переднее поперечное.   
ДВИГАТЕЛЬ:
Тип двигателя – четырехтактный, с искровым зажиганием;
Рабочий объем – не менее 1 774 (см3);
Максимальная мощность, кВт (мин-1) – не менее 90 (6050);
Максимальный крутящий момент, Нм (мин-1) – не менее 170 (3700).
КОРОБКА ПЕРЕДАЧ:
Тип – механическая с ручным переключением.
Число передач – 5 вперед, 1 назад.
Шины пневматические бескамерные в соответствии с комплектацией завода на момент отгрузки получателю.
МАССОВЫЕ ХАРАКТЕРИСТИКИ:
Снаряженная масса транспортного средства, кг: - 1190 (±100);
Технически допустимая масса транспортного средства, кг. – 1650 (±100)
ОБЩИЕ ГАБАРИТНЫЕ РАЗМЕРЫ, ММ:
Длина – 4165 (±100);
Ширина – 1764 (±100);
Высота – 1570 (±100);
База – 2592 (±100).
БЕЗОПАСНОСТЬ:
Автоматическое включение аварийной сигнализации при экстренном торможении;
Автоматическое запирание дверей при движении;
Автоматическое отпирание дверей при столкновении;
Антиблокировочная система тормозов с усилителем экстренного торможения;
Защита двигателя и подкапотного пространства;
Иммобилайзер;
Индикация незастегнутого ремня безопасности водителя;
Инерционные ремни безопасности (2 передних/3 задних);
Кронштейны крепления груза в багажнике;
Охранная сигнализация;
Подушка безопасности водителя;
Подушка безопасности переднего пассажира с функцией отключения;
Противобуксовочная система;
Ремни безопасности передних сидений с преднатяжителями и ограничителями нагрузки;
Система курсовой устойчивости; 
Электронная система распределения тормозных усилий.
ИНТЕРЬЕР:
Бортовой компьютер;
Заднее сиденье с раскладной спинкой в пропорции 60/40;
Обивка сидений тканевая;
Розетка 12v.
КОМФОРТ:
Аудиосистема;
Кондиционер или климат-контроль;
Подогрев передних сидений;
Регулируемая по высоте рулевая колонка;
Сиденье водителя с регулировкой по высоте;
Электрогидроусилитель рулевого управления;
Электропривод и электрообогрев наружных зеркал;
Электростеклоподъемники передних дверей;
Электростеклоподъемники задних дверей.
ЭКСТЕРЬЕР:
Наружные зеркала с боковыми указателями поворота в цвет кузова;
Наружные ручки дверей в цвет кузова;
Светодиодные дневные ходовые огни.
ДОПОЛНИТЕЛЬНОЕ ОБОРУДОВАНИЕ:
Комплект резиновых ковриков в салон и багажник.
АВТОМОБИЛЬ УКОМПЛЕКТОВАН: 
Медицинской аптечкой. 
Знаком аварийной остановки. 
Порошковым огнетушителем емкостью 2 литра;
Инструкция по эксплуатации;
Сервисная книжка (оформленная);
Паспорт транспортного средства. 
Место поставки: г. Москва (Московская область) – 2 шт.
Цвет: Темно-серый – 2 шт.",**************************************************шт.
417,передний,*************************,*************************
418,передний,**************************************************nan,**************************************************nan*************************nan
419,полный,**************************************************Привод*************************Привод,"***************************************************************************Полный, передние и задние колеса"
420,передний,*************************,*************************
421,,*************************,*************************
422,передний,**************************************************Тип привода,**************************************************передний
423,,*************************,*************************
424,,**************************************************Электропривод и обогрев наружных зеркал,**************************************************Наличие 
425,,*************************,*************************
426,передний,**************************************************Тип привода,**************************************************Передний
427,,**************************************************Тип привода,**************************************************
428,,**************************************************nan,**************************************************nan*************************nan
429,,**************************************************Привод ,**************************************************
430,передний,**************************************************nan,**************************************************nan*************************nan
431,передний,**************************************************Тип привода - передний,**************************************************не установлены
432,передний,*************************,*************************
433,полный,**************************************************Тип привода,**************************************************Полный
434,,*************************,*************************
435,передний,**************************************************Тип привода,**************************************************Передний
436,,**************************************************Тип привода,**************************************************-
437,,*************************,*************************
438,,**************************************************Тип привода,**************************************************Передний
439,,*************************,*************************
440,передний,**************************************************Тип привода,**************************************************Передний
441,,"**************************************************Тип кузова - универсал; 
Количество мест – не менее 5*;
Количество дверей – не менее 5*; 
Тип двигателя – бензиновый;  
Рабочий объем, см3 - не более 1690*; 
Номинальная мощность, (лошадиные силы) – не менее 79,6*; 
Максимальная скорость, км/ч - не менее 140*; 
Заправочный объем бака, л - не менее 47*; 
Норма токсичности – не ниже EURO 5*; 
Расход топлива, л/100 км: 
Загородный режим – не более 8,8*; 
Городской режим - не более 14,1*; 
Смешанный тип - не более 10,8*; 
Коробка передач – механическая; 
Привод – полный; 
Передняя подвеска автомобиля - пружинная и независимая; 
Передние тормоза – дисковые; 
Комплектация: 
Электрические стеклоподъемники передних дверей; 
Центральный замок; 
Зеркала бокового осмотра с электроприводом и подогревом; 
Складываемое заднее сидение; 
Передние подушки безопасности; 
Кондиционер; 
Год выпуска автомобиля - не ранее 2016г*. ",**************************************************не установлены
442,передний,**************************************************Силовые приводы,**************************************************Х
443,,"**************************************************Количество – 1 шт.;
Год выпуска – не ранее 2016 г.;
Тип двигателя – бензиновый
Рабочий объем двигателя – не менее 2900 см3, но не более 4000 см3;
Кузов – универсал;
Количество дверей – 5;
Длина – не менее 4700 мм.;
Высота – не менее 1700 мм.;
Количество мест, включая место водителя – не менее 5;
Привод – полный;
Клиренс – не менее 210 мм;
Грузоподъёмность – не менее 590 кг.;
Объем багажника с доступными 5 посадочными местами, включая место водителя  – не менее 620 л;
Цвет кузова – светлый (белый, серый, серебристый), без дополнительных надписей, оракала и рисунков;
Цвет салона – серый или черный;
Расход топлива (смешанный цикл) – не более 13 л./100 км.;
Топливо: АИ-92 или АИ-95;
Соответствие экологическим требованиям – Евро-5;
Ёмкость топливного бака – не менее 70 л.;
Комплектация и оборудование автотранспортного средства:
Подушки безопасности для водителя и пассажира – наличие;
Климат-контроль – наличие;
Обогрев боковых зеркал – наличие;
Регулировки положения рулевой колонки - наличие;
Рейлинги на крыше – наличие;
Тонировка стёкол задних дверей  и багажного отделения – наличие;
Резиновые коврики в салоне и багажнике – наличие;
Брызговики – наличие;
Предпусковой подогреватель двигателя мощностью не менее 5 кВт – наличие;
Сертифицированные сервисные центры в пределах г. Владивостока или  г. Артема Приморского края – наличие.",**************************************************шт.
444,,*************************,*************************
445,полный,**************************************************Тип привода,**************************************************Полный
446,,**************************************************Тип привода – передний,**************************************************наличие
447,постоянный все колеса через межосевой блокируемый дифференциал,"**************************************************Наружные зеркала заднего вида с электроприводом и подогревом, окрашенные в цвет кузова",**************************************************Наличие
448,передний или задний,**************************************************Тип привода,**************************************************Передний или задний
449,,**************************************************Привод*************************Привод*************************Привод*************************Привод,**************************************************Полный (4х4)*************************Полный(4х4)**************************************************
450,передний,**************************************************Привод*************************Привод,**************************************************передний*************************
451,,*************************,*************************
452,передний,**************************************************Передний привод,**************************************************
453,,"**************************************************Передние тормозные механизмы – дисковые,  задние – барабанные. Привод гидравлический, с вакуумным усилителем и регулятором давления в заднем контуре.*************************nan","**************************************************Передние тормозные механизмы – дисковые,  задние – барабанные. Привод гидравлический, с вакуумным усилителем и регулятором давления в заднем контуре.*************************nan*************************nan"
454,,**************************************************nan,**************************************************nan*************************nan
455,передний,**************************************************Привод*************************Привод,**************************************************Передний*************************
456,,**************************************************Переднеприводная*************************nan,**************************************************Переднеприводная*************************nan*************************nan
457,,*************************,*************************
458,,**************************************************Тип привода,**************************************************На передние колеса
459,,*************************,*************************
460,подключаемый полный,**************************************************Подключаемый полный привод,**************************************************наличие
461,передний,**************************************************Привод передний,**************************************************
462,,*************************,*************************
463,подключаемый полный,"**************************************************Класс автомобиля - В
Количество мест - не менее 5
Цвет - черный металлик
Год выпуска - не ранее 2016 года
Тип кузова - универсал
КПП - автоматическая
Число передач - 6
Двигатель:
Тип - бензиновый
Экологический класс - не менее 5
Тип топлива - бензин с октановым числом не ниже 95
Композиция двигателя - рядный
Объем, см3 - не более 2,0
Мощность, л.с. - не менее 145 л.с.
Число цилиндров - не более 4
Шасси:
Тип привода - подключаемый полный привод
Рулевое управление - шестерня-рейка с электроусилителем
Тормозная система - с усилителем и электронным управлением, вентилируемые дисковые тормозные механизмы, 4-канальная ABS с 5 датчиками, системы электронного распределения тормозных усилий (EBD) и помощи при экстренном торможении (BrakeAssist)
Подвеска передняя - независимая
Подвеска задняя - независимая
Размеры:
Длина, мм - не менее 4524
Ширина, мм - не более 1840
Высота, мм - не менее 1680
Количество дверей - 5
Объём багажника, л - не менее 406
Дорожный просвет, мм - не менее 200
Масса:
Снаряженная масса, кг - не менее 1490 и не более 1645
Полная масса, кг - не более 2060
Диски и шины:
Диски - легкосплавные
Размер дисков, дюймы - не менее R16
Комплектация:
Система безопасности «Эра Глонасс»
Электроусилитель руля
Фронтальные и боковые подушки безопасности для водителя и переднего пассажира
Оконные шторки безопасности
Иммобилайзер
3-точечные ремни с аварийной блокировкой
Сигнализация непристегнутых ремней безопасности (передние и задние пассажирские сиденья)
Сигнализация непристегнутого ремня безопасности водителя
Усилительные брусья безопасности в дверях
ВНЕШНИЙ ВИД:
Передние и задние брызговики
Диодные ходовые огни
Боковые зеркала заднего вида с электроприводом, подогревом и электроскладыванием
Окрашенные в цвет кузова боковые зеркала заднего вида, бамперы
Дополнительный светодиодный стоп-сигнал в верхней части задней двери
ОБОРУДОВАНИЕ САЛОНА/ИНТЕРЬЕР:
Салон - тканевый
2-ух зонный климат-контроль (с противопылевым фильтром)
Воздуховоды для задних пассажиров
Бортовой компьютер, термометр (часы, расход топлива, одометр, пробег до заправки) с управлением на рулевом колесе
Многофункциональный руль управления аудиосистемой, Bluetooth® hands-free
Лобовое стекло с подогревом
Регулировка положения руля по углу наклона и вылету
CD,MP3,USB магнитола, 4 динамика
Система автоматической регулировки громкости аудиосистемы (в зависимости от скорости движения)
Автоматический сигнал поворота с 3-кратным срабатыванием
Передние и задние электростеклоподъемники
Подогрев передних сидений
Механический привод багажника
Ключевой запуск двигателя
Сиденье водителя с регулировкой по высоте
Антибликовое салонное зеркало
Центральный консоль-бокс с подлокотником
Спинка задних сидений регулируемая по углу наклона
Электророзетки на 12В в центральной консоли и в багажном отделении и подлокотнике
Шторка багажного отделения
Комплект резиновых ковриков салона
ПРОЧЕЕ:
Объем топливного бака не менее 60 л",**************************************************Шт.
